series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,18,512,34.88952125775066,32,-11.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,18,4096,-2.7993742837928606,7,-12.8,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,18,2048,16.892982991384148,13,-12.1,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,18,512,132.96318770799456,52,-10.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,19,32768,-2.4559476395674933,4,-12.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,19,8192,0.38212112269416204,8,-11.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,19,2048,28.615213296754778,22,-11.2,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,128,19,4096,6.235910890130957,12,-11.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,19,32768,-2.4559476395674933,4,-12.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,19,8192,0.38212112269416204,8,-11.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,19,2048,6.461382947633963,16,-11.8,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,19,512,35.05128799634752,32,-11.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,19,4096,-2.6511533487516363,7,-12.8,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,19,2048,17.041092605360742,13,-12.2,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,19,512,133.16716215887902,52,-10.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,20,32768,-1.5416216381619197,4,-12.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,20,8192,0.9422994521961632,8,-11.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,20,2048,28.70696998367611,22,-11.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,128,20,4096,6.319703265112701,12,-11.7,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,20,32768,-1.5416216381619197,4,-12.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,20,8192,0.9422994521961632,8,-11.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,20,2048,6.535589575733278,16,-11.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,20,512,35.13212602654234,32,-11.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,20,4096,-2.577527977455367,7,-12.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,20,2048,17.115178709436336,13,-12.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,20,512,133.2696491126794,52,-10.7,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,14,16384,-9.047942548952115,4,-12.5,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,14,4096,-4.5475387693269855,8,-11.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,14,1024,25.517551693487643,22,-11.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,14,2048,3.585545568789791,12,-11.7,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,14,16384,-9.047942548952115,4,-12.5,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,14,4096,-4.5475387693269855,8,-11.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,14,1024,4.107819909795458,16,-11.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,14,256,32.40184126144217,32,-11.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,14,2048,-4.849555651320918,7,-12.6,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,14,1024,14.762591559004466,13,-12.1,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,14,256,129.53683331394848,52,-10.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,16,16384,-5.516317118479602,4,-12.5,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,16,4096,-1.619069147831708,8,-11.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,16,1024,27.928993526659116,22,-11.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,16,2048,5.6681421487839305,12,-11.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,16,16384,-5.516317118479602,4,-12.5,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,16,4096,-1.619069147831708,8,-11.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,16,1024,5.986053899248363,16,-11.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,16,256,34.50596998987304,32,-11.4,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,16,2048,-3.0945657891840437,7,-12.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,16,1024,16.58062639163463,13,-12.1,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,16,256,132.34041106745332,52,-10.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,18,16384,-3.363701150094144,4,-12.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,18,4096,-0.08143358326497935,8,-11.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,18,1024,28.576577375886334,22,-11.2,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,18,2048,6.214419965709371,12,-11.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,18,16384,-3.363701150094144,4,-12.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,18,4096,-0.08143358326497935,8,-11.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,18,1024,6.453622220882626,16,-11.8,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,18,256,35.03544100740989,32,-11.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,18,2048,-2.652383351302644,7,-12.8,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,18,1024,17.036570918925143,13,-12.2,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,18,256,133.10675997917417,52,-10.8,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,20,16384,-1.5032924757648463,4,-12.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,20,4096,0.97873461493925,8,-11.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,20,1024,28.74259759955271,22,-11.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,20,2048,6.355539579177352,12,-11.7,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,20,16384,-1.5032924757648463,4,-12.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,20,4096,0.97873461493925,8,-11.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,20,1024,6.57045678049007,16,-11.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,20,256,35.168148551462906,32,-11.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,20,2048,-2.5412493707479347,7,-12.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,20,1024,17.15083999088449,13,-12.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,20,256,133.30468599193716,52,-10.7,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,"Activation-aware Q1; expanded grid [-16,0]; supersedes the e24 coarse grid for comparisons; no full-distance claim."
